Date,Region,Product,Channel,SalesRep,Quantity,UnitPrice,DiscountRate,Revenue
2024-10-17,South,Widget B,Retail,Derek,26,44.71,0.12,1022.96
2024-02-05,East,Widget B,Online,Alice,11,14.61,0.05,152.67
2024-05-19,East,Widget C,Retail,Alice,5,48.75,0.11,216.94
2024-06-14,East,Widget C,Retail,Derek,52,35.0,0.07,1692.6
2024-11-16,West,Widget D,Online,Eva,9,35.12,0.04,303.44
2024-10-03,North,Widget C,Distributor,Derek,58,27.47,0.24,1210.88
2024-11-26,South,Widget C,Retail,Alice,44,38.68,0.19,1378.56
2024-02-05,South,Widget A,Online,Charlie,55,10.68,0.27,428.8
2024-04-24,North,Widget C,Online,Eva,33,30.06,0.08,912.62
2024-08-23,North,Widget C,Retail,Bob,40,25.08,0.12,882.82
2024-12-07,South,Widget C,Online,Derek,57,46.72,0.05,2529.89
2024-07-04,West,Widget A,Online,Eva,74,45.81,0.27,2474.66
2024-06-25,South,Widget D,Distributor,Bob,21,49.51,0.1,935.74
2024-08-12,North,Widget B,Online,Charlie,17,40.22,0.2,546.99
2024-09-28,West,Widget C,Distributor,Alice,86,47.22,0.08,3736.05
2024-09-01,North,Widget B,Distributor,Derek,11,42.63,0.02,459.55
2024-05-05,East,Widget A,Online,Eva,83,28.32,0.13,2044.99
2024-02-26,East,Widget B,Distributor,Charlie,69,17.64,0.2,973.73
2024-11-22,North,Widget C,Online,Alice,47,18.34,0.15,732.68
2024-10-01,South,Widget C,Distributor,Alice,85,12.51,0.04,1020.82
2024-11-28,South,Widget C,Retail,Charlie,80,42.6,0.27,2487.84
2024-12-06,East,Widget B,Online,Charlie,37,32.14,0.02,1165.4
2024-11-04,South,Widget B,Retail,Derek,18,27.87,0.2,401.33
2024-07-29,North,Widget C,Distributor,Eva,32,10.95,0.28,252.29
2024-03-13,West,Widget A,Retail,Eva,9,37.12,0.25,250.56
2024-01-22,East,Widget C,Retail,Bob,64,24.41,0.1,1406.02
2024-06-16,West,Widget A,Online,Bob,20,27.11,0.17,450.03
2024-02-02,West,Widget A,Distributor,Alice,65,41.91,0.03,2642.43
2024-01-06,East,Widget A,Online,Eva,80,18.72,0.23,1153.15
2024-02-27,East,Widget D,Retail,Charlie,47,40.85,0.18,1574.36
2024-04-16,East,Widget D,Distributor,Alice,40,33.2,0.25,996.0
2024-05-22,East,Widget D,Retail,Eva,40,47.2,0.2,1510.4
2024-09-15,South,Widget B,Distributor,Eva,53,40.46,0.26,1586.84
2024-08-20,East,Widget A,Distributor,Alice,68,19.14,0.13,1132.32
2024-12-04,East,Widget A,Online,Eva,71,15.22,0.21,853.69
2024-03-12,South,Widget C,Online,Bob,60,42.01,0.08,2318.95
2024-03-11,East,Widget D,Retail,Eva,18,37.94,0.27,498.53
2024-01-05,West,Widget A,Online,Charlie,14,23.01,0.13,280.26
2024-12-08,North,Widget C,Retail,Eva,16,24.43,0.19,316.61
2024-09-21,East,Widget D,Online,Derek,18,22.19,0.13,347.5
2024-11-25,South,Widget A,Online,Charlie,32,29.19,0.26,691.22
2024-06-06,South,Widget D,Distributor,Derek,75,17.78,0.21,1053.47
2024-02-19,North,Widget D,Distributor,Alice,19,18.4,0.05,332.12
2024-10-04,West,Widget A,Online,Derek,78,43.74,0.13,2968.2
2024-12-12,South,Widget B,Online,Derek,88,49.84,0.3,3070.14
2024-04-27,East,Widget B,Distributor,Alice,31,42.96,0.27,972.18
2024-08-31,North,Widget D,Distributor,Derek,64,14.82,0.3,663.94
2024-04-23,West,Widget A,Retail,Alice,99,39.81,0.01,3901.78
2024-09-10,West,Widget D,Retail,Eva,36,45.42,0.21,1291.74
2024-02-06,South,Widget A,Online,Derek,70,11.08,0.03,752.33
2024-07-23,West,Widget C,Distributor,Eva,37,18.31,0.28,487.78
2024-11-30,East,Widget C,Distributor,Charlie,16,40.75,0.03,632.44
2024-05-04,East,Widget A,Retail,Bob,35,26.38,0.07,858.67
2024-11-04,South,Widget D,Distributor,Bob,13,18.79,0.15,207.63
2024-03-05,South,Widget D,Distributor,Bob,58,18.93,0.07,1021.08
2024-03-30,North,Widget A,Online,Alice,36,25.31,0.15,774.49
2024-02-27,South,Widget D,Online,Bob,12,38.44,0.23,355.19
2024-02-06,East,Widget A,Distributor,Alice,90,28.39,0.09,2325.14
2024-10-30,West,Widget D,Distributor,Eva,40,13.77,0.25,413.1
2024-07-09,East,Widget D,Online,Eva,37,19.16,0.08,652.21
2024-08-03,East,Widget B,Distributor,Alice,8,47.46,0.11,337.92
2024-11-22,South,Widget B,Distributor,Eva,60,28.2,0.17,1404.36
2024-07-23,North,Widget A,Distributor,Charlie,47,10.8,0.29,360.4
2024-08-10,North,Widget B,Online,Eva,23,12.39,0.14,245.07
2024-08-06,South,Widget D,Distributor,Charlie,64,49.45,0.05,3006.56
2024-08-27,North,Widget B,Online,Eva,84,30.58,0.22,2003.6
2024-08-13,North,Widget D,Retail,Bob,34,45.25,0.05,1461.57
2024-12-12,South,Widget D,Distributor,Alice,39,32.56,0.12,1117.46
2024-07-29,West,Widget A,Online,Charlie,49,41.14,0.26,1491.74
2024-04-13,East,Widget A,Online,Alice,39,46.06,0.14,1544.85
2024-12-28,North,Widget B,Retail,Eva,58,49.89,0.24,2199.15
2024-09-14,East,Widget D,Online,Bob,80,26.43,0.1,1902.96
2024-03-04,North,Widget D,Online,Charlie,70,33.2,0.18,1905.68
2024-02-17,South,Widget B,Distributor,Derek,68,19.94,0.07,1261.01
2024-12-08,East,Widget B,Distributor,Alice,79,47.73,0.06,3544.43
2024-05-24,West,Widget B,Distributor,Eva,22,49.2,0.04,1039.1
2024-07-01,South,Widget D,Retail,Bob,38,22.46,0.18,699.85
2024-12-08,West,Widget B,Distributor,Charlie,22,18.84,0.22,323.29
2024-04-05,South,Widget A,Distributor,Eva,10,49.9,0.29,354.29
2024-12-23,South,Widget A,Retail,Eva,63,45.48,0.07,2664.67
2024-10-04,North,Widget C,Distributor,Derek,5,46.04,0.04,220.99
2024-08-18,East,Widget B,Online,Eva,79,10.28,0.19,657.82
2024-10-05,East,Widget D,Online,Bob,56,38.02,0.2,1703.3
2024-07-10,East,Widget B,Distributor,Bob,85,48.47,0.25,3089.96
2024-01-14,North,Widget C,Retail,Bob,54,22.56,0.21,962.41
2024-03-14,West,Widget C,Distributor,Alice,21,46.71,0.14,843.58
2024-03-02,West,Widget C,Retail,Bob,80,35.51,0.29,2016.97
2024-06-25,North,Widget A,Retail,Charlie,50,39.12,0.12,1721.28
2024-03-10,East,Widget C,Distributor,Alice,21,10.36,0.24,165.35
2024-02-01,East,Widget D,Retail,Alice,60,37.41,0.27,1638.56
2024-03-01,North,Widget D,Online,Charlie,80,41.86,0.13,2913.46
2024-05-30,East,Widget C,Distributor,Eva,77,45.69,0.13,3060.77
2024-09-10,North,Widget A,Distributor,Charlie,50,16.38,0.21,647.01
2024-11-07,West,Widget C,Online,Alice,97,47.66,0.19,3744.65
2024-12-18,East,Widget B,Online,Charlie,89,41.24,0.12,3229.92
2024-01-16,West,Widget A,Retail,Eva,73,14.16,0.14,888.96
2024-11-19,South,Widget C,Online,Alice,51,29.71,0.07,1409.15
2024-02-23,East,Widget C,Distributor,Bob,47,32.33,0.21,1200.41
2024-12-19,South,Widget D,Retail,Eva,65,41.0,0.2,2132.0
2024-01-24,East,Widget C,Distributor,Bob,70,17.45,0.09,1111.56
2024-06-12,West,Widget C,Distributor,Charlie,27,32.86,0.25,665.42
2024-02-13,West,Widget D,Distributor,Bob,61,23.78,0.0,1450.58
2024-05-04,West,Widget C,Retail,Alice,18,37.47,0.15,573.29
2024-01-19,North,Widget A,Retail,Charlie,48,13.16,0.22,492.71
2024-04-28,North,Widget D,Retail,Bob,77,36.15,0.09,2533.03
2024-08-05,South,Widget D,Distributor,Charlie,79,10.36,0.19,662.94
2024-04-06,East,Widget B,Online,Alice,28,40.55,0.18,931.03
2024-02-13,West,Widget C,Online,Derek,30,44.32,0.09,1209.94
2024-10-10,West,Widget B,Distributor,Eva,6,34.1,0.29,145.27
2024-08-09,North,Widget B,Retail,Bob,60,21.23,0.18,1044.52
2024-11-19,North,Widget C,Distributor,Derek,64,16.77,0.15,912.29
2024-01-26,North,Widget B,Retail,Derek,22,44.69,0.13,855.37
2024-03-11,South,Widget C,Distributor,Bob,96,19.95,0.25,1436.4
2024-01-10,West,Widget D,Online,Bob,41,19.05,0.26,577.98
2024-06-19,South,Widget B,Online,Eva,47,19.79,0.07,865.02
2024-07-17,West,Widget D,Distributor,Bob,51,21.37,0.02,1068.07
2024-08-30,North,Widget A,Distributor,Bob,59,41.5,0.01,2424.02
2024-09-20,South,Widget B,Online,Eva,53,17.64,0.12,822.73
2024-08-31,North,Widget D,Online,Derek,6,21.59,0.12,114.0
2024-09-21,North,Widget B,Distributor,Derek,58,42.81,0.27,1812.58
2024-11-02,South,Widget C,Distributor,Bob,96,20.09,0.02,1890.07
2024-07-07,North,Widget A,Online,Bob,60,36.87,0.0,2212.2
2024-07-20,West,Widget D,Online,Eva,54,44.56,0.23,1852.8
2024-10-23,West,Widget C,Distributor,Bob,96,30.17,0.29,2056.39
2024-10-20,West,Widget D,Online,Derek,22,14.86,0.22,255.0
2024-09-25,North,Widget B,Distributor,Alice,95,34.07,0.29,2298.02
2024-03-19,East,Widget A,Distributor,Alice,16,10.33,0.04,158.67
2024-10-09,South,Widget C,Online,Charlie,4,25.19,0.23,77.59
2024-08-20,North,Widget D,Distributor,Alice,4,32.89,0.21,103.93
2024-04-08,South,Widget A,Online,Derek,93,23.74,0.11,1964.96
2024-06-15,East,Widget A,Distributor,Charlie,85,18.09,0.21,1214.74
2024-03-29,East,Widget C,Retail,Eva,69,30.49,0.12,1851.35
2024-03-05,South,Widget D,Retail,Bob,72,33.42,0.21,1900.93
2024-05-22,East,Widget B,Distributor,Derek,16,28.29,0.19,366.64
2024-06-11,East,Widget A,Retail,Eva,45,12.75,0.04,550.8
2024-01-30,West,Widget D,Distributor,Charlie,83,36.96,0.12,2699.56
2024-01-24,North,Widget C,Distributor,Alice,85,47.15,0.25,3005.81
2024-05-24,East,Widget C,Online,Eva,11,28.18,0.03,300.68
2024-05-10,West,Widget C,Online,Bob,90,46.92,0.0,4222.8
2024-09-14,North,Widget A,Retail,Alice,47,18.98,0.08,820.7
2024-07-21,North,Widget D,Retail,Charlie,62,28.4,0.2,1408.64
2024-02-18,West,Widget C,Distributor,Charlie,94,36.24,0.25,2554.92
2024-03-17,West,Widget C,Online,Alice,29,12.06,0.21,276.29
2024-10-13,North,Widget A,Online,Derek,77,31.45,0.16,2034.19
2024-03-30,South,Widget A,Retail,Alice,98,10.48,0.11,914.07
2024-08-31,West,Widget D,Distributor,Eva,4,24.67,0.01,97.69
2024-07-03,South,Widget A,Online,Derek,83,23.47,0.08,1792.17
2024-01-28,North,Widget A,Online,Charlie,39,25.73,0.15,852.95
2024-03-24,West,Widget C,Retail,Eva,77,18.87,0.12,1278.63
2024-06-30,East,Widget A,Retail,Derek,53,22.75,0.24,916.37
2024-02-11,North,Widget D,Distributor,Derek,93,23.61,0.05,2085.94
2024-10-20,West,Widget A,Distributor,Bob,54,47.47,0.19,2076.34
2024-08-05,East,Widget B,Online,Bob,72,39.63,0.23,2197.09
2024-07-09,East,Widget C,Distributor,Bob,7,27.43,0.21,151.69
2024-12-13,West,Widget D,Online,Charlie,53,17.12,0.02,889.21
2024-08-11,East,Widget A,Online,Charlie,43,28.3,0.22,949.18
2024-10-21,East,Widget D,Retail,Eva,41,25.96,0.07,989.85
2024-02-09,South,Widget A,Retail,Alice,36,13.25,0.19,386.37
2024-07-13,North,Widget C,Distributor,Bob,54,39.05,0.22,1644.79
2024-04-23,North,Widget B,Online,Charlie,55,15.83,0.08,801.0
2024-02-17,North,Widget D,Retail,Bob,56,29.49,0.0,1651.44
2024-05-10,North,Widget D,Retail,Bob,20,18.81,0.07,349.87
2024-02-02,North,Widget D,Distributor,Bob,89,13.16,0.18,960.42
2024-09-30,South,Widget A,Distributor,Alice,50,42.16,0.1,1897.2
2024-08-13,West,Widget C,Distributor,Alice,76,36.47,0.12,2439.11
2024-02-06,West,Widget D,Distributor,Alice,14,17.86,0.29,177.53
2024-02-22,North,Widget B,Retail,Eva,39,34.22,0.15,1134.39
2024-03-09,East,Widget A,Retail,Eva,45,16.23,0.04,701.14
2024-02-10,South,Widget B,Retail,Bob,51,39.8,0.04,1948.61
2024-08-03,South,Widget A,Online,Charlie,52,34.09,0.27,1294.06
2024-01-10,West,Widget A,Online,Derek,63,18.18,0.04,1099.53
2024-05-17,East,Widget A,Online,Derek,17,48.9,0.28,598.54
2024-11-29,East,Widget C,Distributor,Bob,94,28.69,0.28,1941.74
2024-12-20,South,Widget C,Distributor,Derek,81,13.18,0.01,1056.9
2024-08-30,East,Widget B,Retail,Bob,24,13.74,0.08,303.38
2024-09-15,West,Widget C,Online,Bob,82,49.52,0.05,3857.61
2024-09-15,North,Widget C,Online,Charlie,36,38.42,0.06,1300.13
2024-11-15,West,Widget A,Retail,Charlie,1,36.22,0.17,30.06
2024-06-12,North,Widget C,Retail,Eva,59,31.71,0.05,1777.35
2024-05-08,East,Widget C,Distributor,Charlie,56,26.73,0.12,1317.25
2024-08-13,South,Widget A,Online,Bob,25,48.23,0.12,1061.06
2024-08-05,North,Widget B,Retail,Eva,82,12.2,0.17,830.33
2024-04-20,West,Widget D,Online,Charlie,27,16.4,0.11,394.09
2024-12-13,North,Widget A,Retail,Derek,70,35.67,0.05,2372.05
2024-11-08,East,Widget B,Retail,Eva,36,18.16,0.04,627.61
2024-07-22,North,Widget C,Distributor,Eva,97,17.33,0.25,1260.76
2024-05-12,East,Widget A,Online,Eva,19,25.62,0.14,418.63
2024-01-06,East,Widget A,Distributor,Bob,56,38.43,0.05,2044.48
2024-08-28,South,Widget C,Retail,Bob,99,13.45,0.25,998.66
2024-01-21,West,Widget B,Retail,Derek,6,14.45,0.25,65.02
2024-05-29,South,Widget A,Online,Bob,12,40.79,0.08,450.32
2024-06-16,South,Widget B,Retail,Bob,94,17.19,0.16,1357.32
2024-04-13,South,Widget B,Retail,Alice,42,29.13,0.27,893.13
2024-06-10,East,Widget D,Distributor,Alice,36,22.77,0.19,663.97
2024-04-15,North,Widget A,Retail,Bob,32,33.01,0.21,834.49
2024-09-16,East,Widget A,Online,Charlie,81,32.46,0.12,2313.75
2024-05-08,West,Widget C,Retail,Eva,10,42.2,0.27,308.06
2024-01-09,West,Widget C,Retail,Eva,13,18.03,0.27,171.1
2024-03-02,South,Widget C,Distributor,Bob,87,23.08,0.18,1646.53
2024-12-25,North,Widget D,Retail,Alice,16,48.84,0.25,586.08
2024-05-16,North,Widget D,Distributor,Charlie,39,33.09,0.16,1084.03
2024-07-26,West,Widget D,Online,Bob,41,47.92,0.0,1964.72
2024-06-04,South,Widget D,Online,Bob,51,37.91,0.25,1450.06
2024-02-09,North,Widget B,Retail,Bob,15,19.97,0.01,296.55
2024-02-17,North,Widget D,Distributor,Alice,76,12.81,0.26,720.43
2024-01-18,West,Widget C,Retail,Derek,23,22.81,0.27,382.98
2024-03-06,West,Widget A,Retail,Alice,12,31.37,0.26,278.57
2024-04-15,West,Widget B,Retail,Charlie,48,43.61,0.27,1528.09
2024-11-18,North,Widget D,Distributor,Alice,44,39.28,0.13,1503.64
2024-10-31,East,Widget B,Online,Derek,18,49.96,0.09,818.34
2024-08-16,West,Widget A,Retail,Derek,8,35.15,0.24,213.71
2024-10-31,South,Widget B,Retail,Eva,46,32.46,0.11,1328.91
2024-01-02,North,Widget A,Online,Eva,40,16.93,0.15,575.62
2024-09-28,South,Widget C,Retail,Charlie,17,25.15,0.19,346.32
2024-04-24,East,Widget C,Online,Eva,16,36.19,0.27,422.7
2024-09-02,South,Widget B,Online,Eva,50,48.72,0.07,2265.48
2024-02-07,East,Widget A,Distributor,Derek,89,41.8,0.06,3496.99
2024-08-26,West,Widget B,Online,Derek,35,34.07,0.14,1025.51
2024-02-29,South,Widget B,Distributor,Alice,94,43.89,0.09,3754.35
2024-09-12,West,Widget D,Online,Charlie,80,18.52,0.08,1363.07
2024-12-27,North,Widget B,Distributor,Bob,36,44.14,0.12,1398.36
2024-06-19,East,Widget B,Retail,Bob,53,25.61,0.2,1085.86
2024-02-06,North,Widget D,Distributor,Eva,12,28.13,0.28,243.04
2024-03-07,South,Widget B,Retail,Alice,40,13.21,0.18,433.29
2024-03-19,South,Widget A,Online,Eva,96,20.29,0.17,1616.71
2024-09-18,North,Widget C,Online,Eva,44,37.9,0.1,1500.84
2024-06-30,West,Widget B,Retail,Derek,79,21.85,0.15,1467.23
2024-12-27,North,Widget D,Retail,Alice,8,47.79,0.02,374.67
2024-04-06,West,Widget A,Distributor,Eva,67,20.65,0.01,1369.71
2024-02-01,East,Widget D,Distributor,Charlie,63,14.42,0.14,781.28
2024-04-10,North,Widget C,Online,Charlie,63,45.65,0.06,2703.39
2024-06-02,North,Widget B,Retail,Derek,97,37.19,0.21,2849.87
2024-08-13,South,Widget A,Distributor,Derek,44,31.57,0.05,1319.63
2024-12-18,East,Widget C,Online,Bob,83,43.36,0.25,2699.16
2024-02-10,North,Widget D,Online,Eva,53,10.88,0.13,501.68
2024-10-14,North,Widget B,Online,Charlie,82,39.76,0.1,2934.29
2024-09-28,South,Widget C,Distributor,Charlie,32,10.44,0.24,253.9
2024-09-03,North,Widget A,Online,Derek,87,11.18,0.23,748.95
2024-06-25,West,Widget D,Retail,Eva,43,30.68,0.07,1226.89
2024-03-31,South,Widget C,Distributor,Eva,3,41.28,0.21,97.83
2024-03-06,West,Widget A,Retail,Derek,53,35.76,0.05,1800.52
2024-10-26,East,Widget B,Retail,Eva,69,23.26,0.07,1492.59
2024-09-25,North,Widget C,Online,Derek,32,12.29,0.22,306.76
2024-07-25,West,Widget D,Online,Eva,33,37.81,0.15,1060.57
2024-10-14,South,Widget B,Online,Bob,1,18.19,0.26,13.46
2024-08-24,South,Widget B,Online,Bob,63,36.54,0.29,1634.43
2024-07-03,East,Widget A,Distributor,Charlie,45,27.77,0.3,874.76
2024-01-11,West,Widget D,Retail,Charlie,55,16.01,0.06,827.72
2024-01-05,West,Widget B,Online,Derek,85,45.52,0.1,3482.28
2024-04-25,North,Widget D,Online,Derek,93,42.88,0.02,3908.08
2024-01-07,West,Widget D,Retail,Alice,58,25.04,0.04,1394.23
2024-09-21,North,Widget A,Online,Alice,70,30.35,0.08,1954.54
2024-09-19,East,Widget C,Retail,Charlie,61,12.53,0.27,557.96
2024-10-04,North,Widget B,Distributor,Derek,42,17.34,0.27,531.64
2024-11-26,North,Widget D,Online,Eva,71,32.89,0.14,2008.26
2024-06-27,South,Widget D,Distributor,Bob,55,49.77,0.07,2545.74
2024-07-08,South,Widget C,Retail,Bob,14,25.48,0.26,263.97
2024-03-02,East,Widget C,Retail,Eva,40,24.69,0.2,790.08
2024-05-07,South,Widget C,Retail,Charlie,61,14.14,0.17,715.91
2024-11-20,West,Widget A,Retail,Bob,47,43.82,0.25,1544.66
2024-06-27,East,Widget A,Distributor,Eva,16,31.33,0.05,476.22
2024-07-05,East,Widget C,Online,Eva,50,29.57,0.29,1049.73
2024-06-05,North,Widget C,Retail,Charlie,81,45.41,0.02,3604.65
2024-03-08,South,Widget D,Online,Bob,85,15.83,0.09,1224.45
2024-09-28,East,Widget D,Distributor,Bob,46,40.18,0.06,1737.38
2024-10-01,West,Widget A,Distributor,Eva,2,11.5,0.23,17.71
2024-10-03,East,Widget D,Distributor,Eva,29,11.37,0.25,247.3
2024-03-30,East,Widget D,Distributor,Derek,3,49.18,0.13,128.36
2024-06-23,East,Widget B,Distributor,Charlie,77,21.77,0.18,1374.56
2024-02-21,East,Widget C,Distributor,Charlie,48,26.82,0.27,939.77
2024-09-10,West,Widget C,Distributor,Charlie,88,22.88,0.09,1832.23
2024-04-08,North,Widget A,Online,Bob,82,12.75,0.12,920.04
2024-12-17,South,Widget A,Retail,Bob,31,36.92,0.02,1121.63
2024-10-05,South,Widget A,Distributor,Charlie,83,42.28,0.11,3123.22
2024-08-18,North,Widget D,Online,Charlie,94,24.85,0.26,1728.57
2024-12-20,North,Widget C,Distributor,Derek,72,17.84,0.12,1130.34
2024-01-23,South,Widget B,Distributor,Alice,77,11.58,0.08,820.33
2024-07-07,West,Widget D,Online,Eva,89,39.01,0.14,2985.83
2024-12-08,North,Widget B,Distributor,Alice,66,49.57,0.27,2388.28
2024-06-25,West,Widget D,Retail,Eva,86,49.52,0.21,3364.39
2024-01-31,East,Widget A,Online,Derek,15,49.15,0.03,715.13
2024-06-03,North,Widget D,Retail,Eva,75,16.45,0.29,875.96
2024-02-25,South,Widget A,Online,Alice,70,19.09,0.21,1055.68
2024-02-07,North,Widget A,Online,Bob,2,23.91,0.08,43.99
2024-11-26,North,Widget B,Online,Charlie,95,13.47,0.09,1164.48
2024-03-20,East,Widget B,Distributor,Bob,37,38.04,0.14,1210.43
2024-06-14,North,Widget B,Online,Alice,35,39.05,0.27,997.73
2024-05-10,South,Widget C,Retail,Alice,69,46.3,0.27,2332.13
2024-08-21,East,Widget C,Retail,Alice,54,30.08,0.18,1331.94
2024-10-05,North,Widget B,Online,Alice,54,34.81,0.07,1748.16
2024-08-16,East,Widget C,Retail,Alice,85,27.62,0.15,1995.54
2024-07-02,North,Widget B,Retail,Bob,74,46.82,0.25,2598.51
2024-07-16,West,Widget B,Distributor,Bob,36,46.36,0.27,1218.34
2024-09-20,North,Widget B,Retail,Alice,2,11.6,0.18,19.02
2024-09-23,South,Widget D,Distributor,Derek,64,24.86,0.26,1177.37
2024-08-01,South,Widget B,Distributor,Eva,99,42.54,0.22,3284.94
2024-03-11,North,Widget B,Retail,Derek,10,19.29,0.29,136.96
2024-04-28,East,Widget C,Distributor,Eva,97,27.25,0.21,2088.17
2024-05-07,South,Widget D,Retail,Eva,3,18.7,0.05,53.29
2024-02-02,East,Widget D,Retail,Alice,30,22.89,0.22,535.63
2024-10-06,East,Widget D,Online,Derek,21,36.83,0.12,680.62
2024-02-09,North,Widget C,Online,Eva,68,11.02,0.08,689.41
2024-12-29,South,Widget A,Distributor,Derek,6,48.31,0.13,252.18
2024-03-25,South,Widget C,Distributor,Bob,59,13.37,0.21,623.18
2024-07-21,South,Widget D,Retail,Bob,45,27.15,0.2,977.4
2024-08-30,North,Widget C,Online,Derek,85,18.4,0.09,1423.24
2024-10-25,North,Widget C,Distributor,Charlie,8,39.55,0.22,246.79
2024-05-14,North,Widget A,Distributor,Charlie,74,29.67,0.22,1712.55
2024-10-02,North,Widget C,Online,Bob,96,13.56,0.14,1119.51
2024-11-03,North,Widget C,Distributor,Bob,7,10.85,0.05,72.15
2024-04-03,South,Widget B,Online,Alice,75,49.36,0.26,2739.48
2024-07-23,North,Widget A,Online,Charlie,80,22.49,0.22,1403.38
2024-07-13,South,Widget D,Distributor,Eva,13,40.76,0.23,408.01
2024-10-07,North,Widget B,Distributor,Alice,71,34.55,0.19,1986.97
2024-03-07,West,Widget B,Distributor,Charlie,65,39.9,0.24,1971.06
2024-09-24,South,Widget C,Retail,Charlie,10,19.96,0.14,171.66
2024-02-21,East,Widget B,Distributor,Alice,83,18.43,0.17,1269.64
2024-12-04,South,Widget B,Online,Eva,83,35.54,0.19,2389.35
2024-07-15,East,Widget D,Distributor,Eva,58,10.74,0.16,523.25
2024-06-02,South,Widget D,Retail,Charlie,3,14.57,0.08,40.21
2024-11-03,East,Widget B,Online,Eva,70,28.78,0.26,1490.8
2024-12-22,East,Widget C,Distributor,Eva,89,11.7,0.04,999.65
2024-05-01,West,Widget C,Online,Charlie,70,39.01,0.07,2539.55
2024-07-27,East,Widget C,Retail,Bob,66,47.41,0.1,2816.15
2024-04-30,South,Widget A,Online,Alice,46,10.8,0.16,417.31
2024-01-27,North,Widget A,Distributor,Alice,96,30.89,0.16,2490.97
2024-08-04,South,Widget B,Retail,Charlie,27,19.17,0.01,512.41
2024-08-29,East,Widget C,Distributor,Alice,64,27.84,0.02,1746.12
2024-08-18,East,Widget A,Distributor,Alice,43,37.87,0.25,1221.31
2024-05-15,South,Widget A,Retail,Alice,42,27.17,0.03,1106.91
2024-08-02,North,Widget B,Distributor,Alice,66,31.25,0.02,2021.25
2024-02-20,North,Widget C,Distributor,Bob,92,39.48,0.14,3123.66
2024-12-27,West,Widget D,Retail,Charlie,63,39.13,0.21,1947.5
2024-01-28,North,Widget B,Online,Eva,89,22.01,0.02,1919.71
2024-10-24,East,Widget B,Retail,Bob,86,33.39,0.06,2699.25
2024-10-14,East,Widget B,Distributor,Charlie,91,32.37,0.27,2150.34
2024-05-29,West,Widget C,Retail,Bob,73,16.17,0.07,1097.78
2024-10-30,South,Widget C,Online,Eva,6,21.07,0.28,91.02
2024-08-10,East,Widget B,Online,Eva,78,26.43,0.07,1917.23
2024-08-15,West,Widget B,Retail,Alice,89,47.12,0.05,3984.0
2024-04-15,West,Widget D,Retail,Derek,16,35.51,0.2,454.53
2024-02-13,East,Widget D,Distributor,Alice,98,11.34,0.27,811.26
2024-02-02,East,Widget D,Online,Eva,66,49.51,0.18,2679.48
2024-02-08,North,Widget D,Distributor,Eva,30,12.02,0.14,310.12
2024-01-22,North,Widget C,Retail,Charlie,11,16.54,0.08,167.38
2024-10-14,North,Widget A,Distributor,Bob,39,23.35,0.17,755.84
2024-05-04,West,Widget B,Distributor,Bob,82,34.76,0.15,2422.77
2024-08-03,North,Widget D,Online,Eva,80,36.71,0.24,2231.97
2024-05-06,South,Widget C,Retail,Eva,77,10.04,0.16,649.39
2024-03-31,South,Widget A,Online,Alice,4,39.87,0.12,140.34
2024-12-29,North,Widget B,Distributor,Bob,56,25.3,0.1,1275.12
2024-12-08,South,Widget C,Retail,Eva,44,40.0,0.17,1460.8
2024-09-16,South,Widget A,Retail,Alice,64,11.93,0.29,542.1
2024-12-08,South,Widget D,Retail,Bob,44,33.53,0.28,1062.23
2024-09-16,East,Widget C,Retail,Alice,72,11.44,0.29,584.81
2024-04-25,North,Widget A,Distributor,Eva,85,14.35,0.02,1195.36
2024-01-04,North,Widget C,Distributor,Charlie,85,33.96,0.11,2569.07
2024-07-05,South,Widget D,Distributor,Charlie,57,16.3,0.06,873.35
2024-04-01,North,Widget D,Online,Charlie,26,33.64,0.16,734.7
2024-04-18,East,Widget D,Distributor,Charlie,42,37.81,0.01,1572.14
2024-07-16,East,Widget B,Online,Charlie,89,20.74,0.27,1347.48
2024-09-13,South,Widget A,Online,Alice,53,38.69,0.17,1701.97
2024-11-28,North,Widget D,Distributor,Charlie,18,19.24,0.26,256.28
2024-11-09,East,Widget B,Online,Charlie,61,22.52,0.21,1085.24
2024-09-29,South,Widget A,Retail,Alice,42,45.23,0.17,1576.72
2024-08-30,North,Widget D,Online,Alice,80,29.85,0.27,1743.24
2024-02-16,West,Widget B,Distributor,Charlie,24,42.76,0.24,779.94
2024-01-26,East,Widget C,Distributor,Charlie,16,34.4,0.29,390.78
2024-08-03,South,Widget C,Distributor,Alice,70,40.75,0.02,2795.45
2024-08-29,North,Widget A,Distributor,Charlie,83,14.31,0.02,1163.98
2024-08-21,West,Widget A,Retail,Bob,87,15.29,0.14,1144.0
2024-04-01,North,Widget B,Distributor,Alice,96,27.28,0.02,2566.5
2024-01-07,West,Widget C,Retail,Alice,51,13.85,0.14,607.46
2024-07-03,North,Widget D,Online,Charlie,80,20.31,0.01,1608.55
2024-01-01,South,Widget B,Online,Bob,21,24.58,0.24,392.3
2024-09-26,South,Widget D,Retail,Charlie,42,43.17,0.22,1414.25
2024-08-20,East,Widget D,Online,Alice,49,46.51,0.18,1868.77
2024-09-28,East,Widget B,Retail,Eva,22,35.15,0.1,695.97
2024-10-12,South,Widget A,Distributor,Bob,40,13.27,0.19,429.95
